,Date_started,Casual,Member,Member_Casual_count,Temporada,Dia_semana,Dia_laboral,Feriado_WDC,Year,Month,Day,Temperatura mínima diaria,Temperatura máxima diaria,Velocidad del viento máxima constante,Precipitaciones totales diarias,Presión,Descripción
1160,2023-06-05,5006,8639,13645,3,1,1,0,2023,6,5,15.0,27.0,22.0,0.0,1013.5999755859376,0.0
1161,2023-06-06,5349,9940,15289,3,2,1,0,2023,6,6,16.0,28.0,26.0,0.0,1010.0,0.0
1162,2023-06-07,4847,9344,14191,3,3,1,0,2023,6,7,16.0,28.0,26.0,0.0,1005.2999877929688,0.0
1163,2023-06-08,3942,7634,11576,3,4,1,0,2023,6,8,18.0,23.0,11.0,0.0,1004.5,0.0
1164,2023-06-09,5662,8815,14477,3,5,1,0,2023,6,9,17.0,21.0,24.0,0.0,1008.5,0.0
1165,2023-06-10,8933,8735,17668,3,6,0,0,2023,6,10,14.0,31.0,24.0,0.0,1010.5,0.0
1166,2023-06-11,7462,7937,15399,3,7,0,0,2023,6,11,19.0,32.0,22.0,0.0,1010.7000122070312,0.0
1167,2023-06-12,3803,7608,11411,3,1,1,0,2023,6,12,25.0,26.0,22.0,3.218011533771709,1004.5999755859376,1.0
1168,2023-06-13,5469,10277,15746,3,2,1,0,2023,6,13,16.0,27.0,24.0,5.800000190734863,1007.4000244140624,0.0
1169,2023-06-14,5778,10363,16141,3,3,1,0,2023,6,14,16.0,28.0,39.0,0.0,1002.7999877929688,1.0
1170,2023-06-15,5962,10657,16619,3,4,1,0,2023,6,15,18.0,29.0,26.0,0.0,1005.7000122070312,0.0
1171,2023-06-16,5849,8860,14709,3,5,1,0,2023,6,16,21.0,26.0,9.0,0.0,1007.5,0.0
1172,2023-06-17,8689,8217,16906,3,6,0,0,2023,6,17,19.0,24.0,24.0,0.0,1006.5,0.0
1173,2023-06-18,7691,7496,15187,3,7,0,0,2023,6,18,19.0,26.0,15.0,0.0,1011.2000122070312,0.0
1174,2023-06-19,6483,7859,14342,3,1,0,1,2023,6,19,21.0,26.0,5.0,0.0,1013.4000244140624,0.0
1175,2023-06-20,5564,9932,15496,3,2,1,0,2023,6,20,23.0,26.0,20.78046875,0.0,1016.5999755859376,0.0
1176,2023-06-21,1840,4849,6689,3,3,1,0,2023,6,21,17.0,24.0,41.0,0.699999988079071,1019.9000244140624,1.0
1177,2023-06-22,3825,8446,12271,3,4,1,0,2023,6,22,16.0,17.0,32.0,10.399999618530272,1018.7999877929688,1.0
1178,2023-06-23,3112,6279,9391,3,5,1,0,2023,6,23,19.0,19.0,22.0,1.5,1016.2999877929688,1.0
1179,2023-06-24,8149,8664,16813,3,6,0,0,2023,6,24,22.0,23.0,11.0,0.0,1017.559125735986,0.0
1180,2023-06-25,7551,8131,15682,3,7,0,0,2023,6,25,23.0,27.0,11.0,0.2000000029802322,1010.7000122070312,0.0
1181,2023-06-26,4602,8373,12975,3,1,1,0,2023,6,26,24.0,27.0,20.78046875,0.0,1007.9000244140624,0.0
1182,2023-06-27,4305,8542,12847,3,2,1,0,2023,6,27,22.0,28.0,24.0,0.0,1004.0999755859376,1.0
1183,2023-06-28,5691,10150,15841,3,3,1,0,2023,6,28,21.0,22.0,9.0,21.0,1008.7999877929688,0.0
1184,2023-06-29,5009,8807,13816,3,4,1,0,2023,6,29,21.0,24.0,20.78046875,0.0,1015.4000244140624,0.0
1185,2023-06-30,4988,8101,13089,3,5,1,0,2023,6,30,22.0,26.0,15.0,0.0,1016.9000244140624,0.0
1186,2023-07-01,6335,6702,13037,3,6,0,0,2023,7,1,21.0,32.0,26.0,8.800000190734863,1016.0999755859376,2.0
1187,2023-07-02,6676,6752,13428,3,7,0,0,2023,7,2,24.0,24.0,16.0,6.599999904632568,1012.9000244140624,0.0
1188,2023-07-03,6649,7430,14079,3,1,1,0,2023,7,3,27.0,29.0,20.78046875,0.0,1010.2000122070312,0.0
1189,2023-07-04,11550,8380,19930,3,2,0,1,2023,7,4,22.0,27.0,29.0,23.100000381469727,1011.7000122070312,2.0
1190,2023-07-05,5341,8408,13749,3,3,1,0,2023,7,5,26.0,29.0,11.0,0.0,1015.0999755859376,0.0
1191,2023-07-06,5469,8972,14441,3,4,1,0,2023,7,6,24.0,34.0,34.0,0.0,1013.5,2.0
1192,2023-07-07,5823,8804,14627,3,5,1,0,2023,7,7,26.0,28.0,11.0,4.0,1011.2000122070312,0.0
1193,2023-07-08,7813,8378,16191,3,6,0,0,2023,7,8,26.0,28.0,9.0,19.5,1010.7000122070312,0.0
1194,2023-07-09,6214,7402,13616,3,7,0,0,2023,7,9,24.0,26.0,13.0,15.199999809265137,1009.7999877929688,0.0
1195,2023-07-10,5376,9302,14678,3,1,1,0,2023,7,10,22.0,24.0,20.78046875,3.5,1008.7000122070312,0.0
1196,2023-07-11,5657,10199,15856,3,2,1,0,2023,7,11,22.0,28.0,13.0,0.0,1012.2999877929688,0.0
1197,2023-07-12,5498,10026,15524,3,3,1,0,2023,7,12,23.0,29.0,13.0,0.0,1014.2999877929688,0.0
1198,2023-07-13,5685,9452,15137,3,4,1,0,2023,7,13,26.0,29.0,15.0,0.0,1013.0,0.0
1199,2023-07-14,5196,8144,13340,3,5,1,0,2023,7,14,25.0,31.0,28.0,0.0,1010.4000244140624,0.0
1200,2023-07-15,8031,8035,16066,3,6,0,0,2023,7,15,22.0,33.0,20.78046875,33.70000076293945,1012.9000244140624,0.0
1201,2023-07-16,6086,7005,13091,3,7,0,0,2023,7,16,23.0,32.0,32.0,2.700000047683716,1010.0,1.0
1202,2023-07-17,5406,8650,14056,3,1,1,0,2023,7,17,23.0,31.0,22.0,0.699999988079071,1013.2999877929688,0.0
1203,2023-07-18,5755,10278,16033,3,2,1,0,2023,7,18,23.0,32.0,21.0,0.0,1014.5999755859376,0.0
1204,2023-07-19,5708,9821,15529,3,3,1,0,2023,7,19,23.0,29.0,28.0,0.0,1015.4000244140624,2.0
1205,2023-07-20,6335,10284,16619,3,4,1,0,2023,7,20,24.0,28.0,16.0,0.0,1015.7000122070312,0.0
1206,2023-07-21,7202,9629,16831,3,5,1,0,2023,7,21,26.0,28.0,16.0,0.0,1010.2000122070312,1.0
1207,2023-07-22,9624,8742,18366,3,6,0,0,2023,7,22,23.0,28.0,21.0,0.0,1009.5999755859376,0.0
1208,2023-07-23,7837,7961,15798,3,7,0,0,2023,7,23,23.0,26.0,13.0,0.0,1012.2999877929688,0.0
1209,2023-07-24,5269,9082,14351,3,1,1,0,2023,7,24,25.0,27.0,20.78046875,0.0,1017.0999755859376,0.0
1210,2023-07-25,5093,9499,14592,3,2,1,0,2023,7,25,24.0,27.0,16.0,0.0,1018.2999877929688,0.0
1211,2023-07-26,5737,10192,15929,3,3,1,0,2023,7,26,21.0,26.0,13.0,0.0,1019.2000122070312,1.0
1212,2023-07-27,5239,9270,14509,3,4,1,0,2023,7,27,26.0,29.0,24.0,0.0,1016.5,0.0
1213,2023-07-28,5001,8106,13107,3,5,1,0,2023,7,28,27.0,29.0,8.0,0.2000000029802322,1015.7999877929688,0.0
1214,2023-07-29,6667,7301,13968,3,6,0,0,2023,7,29,24.0,29.0,21.0,2.5,1014.5999755859376,2.0
1215,2023-07-30,7358,8124,15482,3,7,0,0,2023,7,30,24.0,28.0,28.0,12.100000381469728,1012.2000122070312,0.0
1216,2023-07-31,5290,9172,14462,3,1,1,0,2023,7,31,21.0,26.0,20.78046875,0.0,1014.5999755859376,1.0
1217,2023-08-01,5731,10572,16303,3,2,1,0,2023,8,1,19.0,30.0,21.0,0.0,1019.7000122070312,0.0
1218,2023-08-02,5823,10580,16403,3,3,1,0,2023,8,2,21.0,23.0,9.0,0.0,1022.0999755859376,0.0
1219,2023-08-03,4594,8712,13306,3,4,1,0,2023,8,3,22.0,24.0,20.78046875,0.0,1021.2000122070312,0.0
1220,2023-08-04,6363,9240,15603,3,5,1,0,2023,8,4,19.0,21.0,32.0,2.0,1017.0999755859376,1.0
1221,2023-08-05,8541,8704,17245,3,6,0,0,2023,8,5,23.0,24.0,9.0,0.0,1013.7000122070312,0.0
1222,2023-08-06,6040,6881,12921,3,7,0,0,2023,8,6,24.0,27.0,9.0,0.0,1015.7999877929688,0.0
1223,2023-08-07,3545,6710,10255,3,1,1,0,2023,8,7,24.0,25.0,28.0,20.799999237060547,1017.559125735986,2.0
1224,2023-08-08,5881,10427,16308,3,2,1,0,2023,8,8,22.0,18.080459770114945,26.0,23.100000381469727,1006.2000122070312,2.0
1225,2023-08-09,5460,9880,15340,3,3,1,0,2023,8,9,23.0,27.0,20.78046875,0.0,1010.0999755859376,0.0
1226,2023-08-10,4844,8925,13769,3,4,1,0,2023,8,10,22.0,31.0,28.0,0.0,1007.0,2.0
1227,2023-08-11,6604,9352,15956,3,5,1,0,2023,8,11,23.0,26.0,13.0,3.799999952316284,1007.2999877929688,0.0
1228,2023-08-12,7733,8307,16040,3,6,0,0,2023,8,12,24.0,27.0,9.0,0.0,1012.0999755859376,0.0
1229,2023-08-13,6674,7513,14187,3,7,0,0,2023,8,13,27.0,28.0,16.0,0.0,1010.7000122070312,0.0
1230,2023-08-14,3978,7328,11306,3,1,1,0,2023,8,14,24.0,28.0,11.0,0.0,1015.5,0.0
1231,2023-08-15,4906,9094,14000,3,2,1,0,2023,8,15,26.0,27.0,20.78046875,22.799999237060547,1008.5999755859376,0.0
1232,2023-08-16,6034,10223,16257,3,3,1,0,2023,8,16,24.0,27.0,8.0,0.0,1009.9000244140624,0.0
1233,2023-08-17,5814,9923,15737,3,4,1,0,2023,8,17,22.0,28.0,8.0,0.0,1014.2999877929688,0.0
1234,2023-08-18,6520,9412,15932,3,5,1,0,2023,8,18,23.0,28.0,16.0,0.0,1008.0,1.0
1235,2023-08-19,8835,8947,17782,3,6,0,0,2023,8,19,19.0,25.0,16.0,0.0,1015.4000244140624,0.0
1236,2023-08-20,6917,7998,14915,3,7,0,0,2023,8,20,21.0,24.0,11.0,0.0,1018.9000244140624,0.0
1237,2023-08-21,5020,8892,13912,3,1,1,0,2023,8,21,24.0,27.0,13.0,0.0,1019.0999755859376,0.0
1238,2023-08-22,5548,10525,16073,3,2,1,0,2023,8,22,27.0,31.0,13.0,0.0,1017.0,0.0
1239,2023-08-23,5594,10815,16409,3,3,1,0,2023,8,23,19.0,24.0,11.0,0.0,1020.0,0.0
1240,2023-08-24,5430,10096,15526,3,4,1,0,2023,8,24,22.0,24.0,21.0,0.0,1017.0,0.0
1241,2023-08-25,4813,8989,13802,3,5,1,0,2023,8,25,24.0,26.0,20.78046875,0.0,1014.2999877929688,0.0
1242,2023-08-26,7845,9055,16900,3,6,0,0,2023,8,26,25.0,26.0,15.0,11.399999618530272,1010.0999755859376,1.0
1243,2023-08-27,6936,8594,15530,3,7,0,0,2023,8,27,24.0,29.0,22.0,0.0,1011.5,0.0
1244,2023-08-28,4247,8987,13234,3,1,1,0,2023,8,28,24.0,27.0,15.0,0.0,1014.0,0.0
1245,2023-08-29,4778,10488,15266,3,2,1,0,2023,8,29,23.0,24.0,20.78046875,0.2000000029802322,1014.9000244140624,1.0
1246,2023-08-30,5608,11233,16841,3,3,1,0,2023,8,30,24.0,25.0,9.0,0.0,1010.0,0.0
1247,2023-08-31,5882,11192,17074,3,4,1,0,2023,8,31,21.0,26.0,28.0,0.0,1010.5999755859376,0.0
1248,2023-09-01,6607,9731,16338,4,5,1,0,2023,9,1,18.0,21.0,20.78046875,0.0,1021.7000122070312,0.0
1249,2023-09-02,8613,8477,17090,4,6,0,0,2023,9,2,18.0,22.0,16.0,0.0,1024.800048828125,0.0
1250,2023-09-03,7758,7462,15220,4,7,0,0,2023,9,3,22.0,26.0,21.0,0.0,1018.4000244140624,0.0
1251,2023-09-04,5670,7535,13205,4,1,0,1,2023,9,4,24.0,32.0,9.0,0.0,1013.7000122070312,0.0
1252,2023-09-05,4190,10273,14463,4,2,1,0,2023,9,5,27.0,31.0,16.0,0.0,1013.4000244140624,0.0
1253,2023-09-06,4812,10745,15557,4,3,1,0,2023,9,6,26.0,30.0,8.0,0.0,1013.7999877929688,0.0
1254,2023-09-07,4849,10860,15709,4,4,1,0,2023,9,7,27.0,31.0,16.0,0.0,1009.4000244140624,0.0
1255,2023-09-08,5246,10196,15442,4,5,1,0,2023,9,8,24.0,27.0,15.0,0.0,1010.2000122070312,2.0
1256,2023-09-09,5515,7628,13143,4,6,0,0,2023,9,9,22.0,27.0,26.0,9.300000190734863,1016.2999877929688,2.0
1257,2023-09-10,5177,8023,13200,4,7,0,0,2023,9,10,22.0,22.0,11.0,19.799999237060547,1018.9000244140624,0.0
1258,2023-09-11,4574,10037,14611,4,1,1,0,2023,9,11,23.0,26.0,11.0,3.299999952316284,1016.5999755859376,1.0
1259,2023-09-12,4816,11313,16129,4,2,1,0,2023,9,12,22.0,26.0,11.0,0.5,1016.7000122070312,0.0
1260,2023-09-13,5564,11805,17369,4,3,1,0,2023,9,13,22.0,27.0,26.0,0.0,1013.2000122070312,2.0
1261,2023-09-14,5813,11736,17549,4,4,1,0,2023,9,14,21.0,26.0,13.0,0.0,1015.7000122070312,1.0
1262,2023-09-15,5955,10960,16915,4,5,1,0,2023,9,15,17.0,23.0,26.0,0.0,1019.0999755859376,0.0
1263,2023-09-16,8722,9880,18602,4,6,0,0,2023,9,16,16.0,21.0,15.0,0.0,1017.0999755859376,0.0
1264,2023-09-17,4972,7036,12008,4,7,0,0,2023,9,17,18.0,22.0,5.0,0.0,1014.7000122070312,0.0
1265,2023-09-18,4721,9842,14563,4,1,1,0,2023,9,18,18.0,20.0,13.0,0.699999988079071,1011.2999877929688,1.0
1266,2023-09-19,5086,11074,16160,4,2,1,0,2023,9,19,18.0,23.0,20.78046875,0.2000000029802322,1013.5999755859376,0.0
1267,2023-09-20,4924,11438,16362,4,3,1,0,2023,9,20,18.0,21.0,11.0,0.0,1020.0,0.0
1268,2023-09-21,5418,11245,16663,4,4,1,0,2023,9,21,17.0,21.0,8.0,0.0,1022.5,0.0
1269,2023-09-22,5666,10404,16070,4,5,1,0,2023,9,22,17.0,22.0,16.0,0.0,1024.300048828125,0.0
1270,2023-09-23,1145,2822,3967,4,6,0,0,2023,9,23,15.0,24.0,45.0,12.899999618530272,1016.2000122070312,1.0
1271,2023-09-24,3098,6087,9185,4,7,0,0,2023,9,24,17.0,19.0,39.0,36.0,1009.0999755859376,1.0
1272,2023-09-25,3545,9079,12624,4,1,1,0,2023,9,25,18.0,19.0,21.0,0.0,1017.559125735986,1.0
1273,2023-09-26,3336,9226,12562,4,2,1,0,2023,9,26,16.0,18.0,26.0,0.2000000029802322,1017.559125735986,1.0
1274,2023-09-27,5226,11903,17129,4,3,1,0,2023,9,27,16.0,16.0,22.0,1.2000000476837158,1026.5,0.0
1275,2023-09-28,5507,11410,16917,4,4,1,0,2023,9,28,14.0,17.0,16.0,0.0,1024.199951171875,0.0
1276,2023-09-29,6027,10603,16630,4,5,1,0,2023,9,29,17.0,18.0,28.0,0.0,1021.2000122070312,1.0
1277,2023-09-30,8444,10264,18708,4,6,0,0,2023,9,30,18.0,19.0,21.0,0.0,1020.2000122070312,1.0
1278,2023-10-01,7762,9815,17577,4,7,0,0,2023,10,1,17.0,28.0,24.0,0.0,1023.0,0.0
1279,2023-10-02,5017,10665,15682,4,1,1,0,2023,10,2,18.0,22.0,13.0,0.0,1022.4000244140624,0.0
1280,2023-10-03,5298,11720,17018,4,2,1,0,2023,10,3,19.0,24.0,5.0,0.0,1022.2000122070312,0.0
1281,2023-10-04,5207,12055,17262,4,3,1,0,2023,10,4,18.0,23.0,11.0,0.0,1021.5,0.0
1282,2023-10-05,5412,11396,16808,4,4,1,0,2023,10,5,17.0,21.0,13.0,0.0,1023.0,0.0
1283,2023-10-06,5984,10426,16410,4,5,1,0,2023,10,6,21.0,22.0,13.0,0.0,1017.9000244140624,0.0
1284,2023-10-07,6276,8253,14529,4,6,0,0,2023,10,7,20.0,23.0,11.0,0.0,1010.7999877929688,0.0
1285,2023-10-08,6339,7694,14033,4,7,0,0,2023,10,8,8.0,18.0,32.0,1.5,1009.5999755859376,0.0
1286,2023-10-09,4507,8384,12891,4,1,0,1,2023,10,9,8.0,18.0,22.0,0.0,1010.5,1.0
1287,2023-10-10,4637,11073,15710,4,2,1,0,2023,10,10,9.0,21.0,20.78046875,0.0,1010.2999877929688,0.0
1288,2023-10-11,5093,11609,16702,4,3,1,0,2023,10,11,12.0,18.0,9.0,0.0,1010.5999755859376,0.0
1289,2023-10-12,5942,11395,17337,4,4,1,0,2023,10,12,10.0,24.0,13.0,0.0,1012.5,0.0
1290,2023-10-13,6800,10745,17545,4,5,1,0,2023,10,13,11.0,24.0,16.0,0.0,1014.5,0.0
1291,2023-10-14,2947,5183,8130,4,6,0,0,2023,10,14,14.0,17.0,8.0,0.0,1014.2999877929688,0.0
1292,2023-10-15,5686,8068,13754,4,7,0,0,2023,10,15,11.0,16.0,28.0,11.399999618530272,1000.5999755859376,1.0
1293,2023-10-16,4216,9666,13882,4,1,1,0,2023,10,16,9.0,13.0,16.0,0.699999988079071,1006.7000122070312,0.0
1294,2023-10-17,4669,10975,15644,4,2,1,0,2023,10,17,12.0,14.0,21.0,0.0,1010.5,1.0
1295,2023-10-18,4945,11468,16413,4,3,1,0,2023,10,18,11.0,13.0,11.0,0.0,1019.5999755859376,0.0
1296,2023-10-19,5689,11466,17155,4,4,1,0,2023,10,19,10.0,16.0,8.0,0.0,1021.9000244140624,0.0
1297,2023-10-20,4696,8802,13498,4,5,1,0,2023,10,20,15.0,17.0,21.0,0.0,1013.2999877929688,0.0
1298,2023-10-21,8031,9318,17349,4,6,0,0,2023,10,21,13.0,16.0,21.0,0.699999988079071,997.4000244140624,1.0
1299,2023-10-22,6118,8474,14592,4,7,0,0,2023,10,22,10.0,14.0,13.0,0.0,1004.2999877929688,0.0
1300,2023-10-23,4265,10100,14365,4,1,1,0,2023,10,23,9.0,13.0,24.0,0.0,1017.5999755859376,0.0
1301,2023-10-24,5085,11898,16983,4,2,1,0,2023,10,24,8.0,12.0,9.0,0.0,1026.199951171875,0.0
1302,2023-10-25,5403,12580,17983,4,3,1,0,2023,10,25,11.0,14.0,15.0,0.0,1027.4000244140625,0.0
1303,2023-10-26,5750,12274,18024,4,4,1,0,2023,10,26,16.0,18.0,13.0,0.0,1025.4000244140625,0.0
1304,2023-10-27,6894,11689,18583,4,5,1,0,2023,10,27,17.0,18.0,11.0,0.0,1022.7000122070312,0.0
1305,2023-10-28,9505,10669,20174,4,6,0,0,2023,10,28,17.0,19.0,13.0,0.0,1018.5999755859376,0.0
1306,2023-10-29,7965,9199,17164,4,7,0,0,2023,10,29,19.0,22.0,11.0,0.0,1018.0,0.0
1307,2023-10-30,4005,9180,13185,4,1,1,0,2023,10,30,16.0,19.0,15.0,1.0,1013.5999755859376,1.0
1308,2023-10-31,4072,10630,14702,4,2,1,0,2023,10,31,11.0,13.0,26.0,0.699999988079071,1017.2000122070312,1.0
1309,2023-11-01,3179,9533,12712,4,3,1,0,2023,11,1,4.0,13.0,37.0,0.0,1019.4000244140624,0.0
1310,2023-11-02,3687,9637,13324,4,4,1,0,2023,11,2,3.0,6.0,20.78046875,0.0,1029.199951171875,0.0
1311,2023-11-03,4879,9356,14235,4,5,1,0,2023,11,3,6.0,8.0,21.0,0.0,1032.4000244140625,0.0
1312,2023-11-04,8308,10012,18320,4,6,0,0,2023,11,4,7.0,10.0,15.0,0.0,1027.4000244140625,0.0
1313,2023-11-05,6791,8656,15447,4,7,0,0,2023,11,5,8.0,15.0,8.0,0.0,1019.2000122070312,0.0
1314,2023-11-06,4095,9749,13844,4,1,1,0,2023,11,6,11.0,16.0,16.0,0.0,1020.0,0.0
1315,2023-11-07,4457,11281,15738,4,2,1,0,2023,11,7,13.0,14.0,16.0,0.0,1014.2000122070312,0.0
1316,2023-11-08,4236,11112,15348,4,3,1,0,2023,11,8,12.0,22.0,20.78046875,0.0,1014.2000122070312,0.0
1317,2023-11-09,4471,10478,14949,4,4,1,0,2023,11,9,10.0,12.0,16.0,0.0,1015.2000122070312,0.0
1318,2023-11-10,2600,5890,8490,4,5,0,1,2023,11,10,12.0,17.0,22.0,0.0,1017.7000122070312,1.0
1319,2023-11-11,6719,8295,15014,4,6,0,0,2023,11,11,5.0,7.0,9.0,4.300000190734863,1025.0,0.0
1320,2023-11-12,4442,6911,11353,4,7,0,0,2023,11,12,5.0,10.0,13.0,0.0,1030.0,0.0
1321,2023-11-13,3458,9175,12633,4,1,1,0,2023,11,13,2.0,7.0,20.78046875,0.0,1030.800048828125,0.0
1322,2023-11-14,4254,10309,14563,4,2,1,0,2023,11,14,5.0,9.0,9.0,0.0,1024.0,0.0
1323,2023-11-15,3912,10572,14484,4,3,1,0,2023,11,15,7.0,11.0,5.0,0.0,1029.699951171875,0.0
1324,2023-11-16,4380,10743,15123,4,4,1,0,2023,11,16,7.0,12.0,15.0,0.0,1026.199951171875,0.0
1325,2023-11-17,4866,9954,14820,4,5,1,0,2023,11,17,9.0,13.0,9.0,0.0,1021.5,0.0
1326,2023-11-18,5767,8155,13922,4,6,0,0,2023,11,18,14.0,18.0,11.0,0.2000000029802322,1008.7000122070312,1.0
1327,2023-11-19,4791,7164,11955,4,7,0,0,2023,11,19,6.0,10.0,26.0,0.2000000029802322,1014.4000244140624,0.0
1328,2023-11-20,2963,7865,10828,4,1,1,0,2023,11,20,6.0,11.0,16.0,0.0,1020.2999877929688,0.0
1329,2023-11-21,825,2861,3686,4,2,1,0,2023,11,21,4.0,8.0,15.0,0.0,1030.9000244140625,0.0
1330,2023-11-22,3087,6383,9470,4,3,1,0,2023,11,22,11.0,15.0,34.0,54.29999923706055,1010.9000244140624,1.0
1331,2023-11-23,2792,3343,6135,4,4,0,1,2023,11,23,8.0,11.0,21.0,0.5,1010.5,0.0
1332,2023-11-24,3296,4325,7621,4,5,1,0,2023,11,24,7.0,9.0,21.0,0.0,1018.7999877929688,0.0
1333,2023-11-25,2922,4537,7459,4,6,0,0,2023,11,25,3.0,8.0,29.0,0.0,1027.199951171875,0.0
1334,2023-11-26,1551,3731,5282,4,7,0,0,2023,11,26,2.0,3.0,11.0,0.0,1026.699951171875,0.0
1335,2023-11-27,2122,7575,9697,4,1,1,0,2023,11,27,5.0,8.0,13.0,4.0,1008.5999755859376,1.0
1336,2023-11-28,1937,7576,9513,4,2,1,0,2023,11,28,1.0,4.0,28.0,0.0,1014.5,0.0
1337,2023-11-29,2161,7920,10081,4,3,1,0,2023,11,29,-3.0,-1.0,26.0,0.0,1023.5999755859376,0.0
1338,2023-11-30,3074,9481,12555,4,4,1,0,2023,11,30,0.0,4.0,16.0,0.0,1020.2999877929688,0.0
1339,2023-12-01,2261,6570,8831,1,5,1,0,2023,12,1,6.0,7.0,15.0,0.0,1021.0999755859376,0.0
1340,2023-12-02,4994,8256,13250,1,6,0,0,2023,12,2,8.0,9.0,13.0,3.299999952316284,1017.0,1.0
1341,2023-12-03,2750,6069,8819,1,7,0,0,2023,12,3,9.0,12.0,15.0,0.699999988079071,1017.559125735986,5.0
1342,2023-12-04,2853,8771,11624,1,1,1,0,2023,12,4,9.0,13.0,24.0,0.0,1017.559125735986,0.0
1343,2023-12-05,2969,9247,12216,1,2,1,0,2023,12,5,5.0,9.0,13.0,0.0,1015.9000244140624,0.0
1344,2023-12-06,2688,8738,11426,1,3,1,0,2023,12,6,4.0,11.0,29.0,0.0,1017.2999877929688,3.0
1345,2023-12-07,2739,8488,11227,1,4,1,0,2023,12,7,1.0,5.0,20.78046875,0.0,1020.9000244140624,0.0
1346,2023-12-08,3708,8764,12472,1,5,1,0,2023,12,8,3.0,7.0,9.0,0.0,1018.4000244140624,0.0
1347,2023-12-09,5162,8350,13512,1,6,0,0,2023,12,9,6.0,9.0,9.0,0.0,1021.2000122070312,0.0
1348,2023-12-10,1326,3230,4556,1,7,0,0,2023,12,10,10.0,13.0,16.0,0.0,1018.0999755859376,0.0
1349,2023-12-11,2171,7287,9458,1,1,1,0,2023,12,11,2.0,12.0,39.0,30.700000762939453,1008.4000244140624,3.0
1350,2023-12-12,2597,8492,11089,1,2,1,0,2023,12,12,1.0,3.0,16.0,11.899999618530272,1027.0999755859375,0.0
1351,2023-12-13,2927,8455,11382,1,3,1,0,2023,12,13,2.0,5.0,13.0,0.0,1032.0999755859375,0.0
1352,2023-12-14,2907,7884,10791,1,4,1,0,2023,12,14,1.0,6.0,20.78046875,0.0,1038.5999755859375,0.0
1353,2023-12-15,3552,8231,11783,1,5,1,0,2023,12,15,1.0,4.0,11.0,0.0,1035.0999755859375,0.0
1354,2023-12-16,4696,7576,12272,1,6,0,0,2023,12,16,3.0,8.0,11.0,0.0,1031.199951171875,0.0
1355,2023-12-17,2044,3976,6020,1,7,0,0,2023,12,17,6.0,9.0,15.0,0.0,1029.5,0.0
1356,2023-12-18,2381,6703,9084,1,1,1,0,2023,12,18,6.0,14.0,42.0,61.20000076293945,996.7999877929688,1.0
1357,2023-12-19,2218,6791,9009,1,2,1,0,2023,12,19,3.0,7.0,26.0,12.399999618530272,1008.4000244140624,0.0
1358,2023-12-20,2377,6919,9296,1,3,1,0,2023,12,20,-1.0,2.0,21.0,0.0,1029.9000244140625,0.0
1359,2023-12-21,2317,6206,8523,1,4,1,0,2023,12,21,2.0,5.0,5.0,0.0,1030.800048828125,0.0
1360,2023-12-22,2393,5197,7590,1,5,1,0,2023,12,22,4.0,6.0,13.0,0.0,1030.5999755859375,0.0
1361,2023-12-23,2150,4101,6251,1,6,0,0,2023,12,23,3.0,6.0,15.0,0.0,1030.9000244140625,0.0
1362,2023-12-24,1518,2933,4451,1,7,0,0,2023,12,24,6.0,8.0,9.0,0.0,1029.5999755859375,0.0
1363,2023-12-25,2072,2263,4335,1,1,0,1,2023,12,25,7.0,8.0,9.0,0.2000000029802322,1028.699951171875,0.0
1364,2023-12-26,1090,2607,3697,1,2,1,0,2023,12,26,7.0,10.0,13.0,0.0,1027.4000244140625,0.0
1365,2023-12-27,646,1934,2580,1,3,1,0,2023,12,27,8.0,8.0,16.0,2.700000047683716,1021.2000122070312,1.0
1366,2023-12-28,3099,4819,7918,1,4,1,0,2023,12,28,11.0,12.0,21.0,30.399999618530277,1007.0,1.0
1367,2023-12-29,3491,5168,8659,1,5,1,0,2023,12,29,10.0,12.0,16.0,1.0,1007.4000244140624,0.0
1368,2023-12-30,3097,4497,7594,1,6,0,0,2023,12,30,6.0,9.0,26.0,0.0,1007.4000244140624,0.0
1369,2023-12-31,2839,4488,7327,1,7,0,0,2023,12,31,12.394831299353912,18.080459770114945,20.78046875,3.218011533771709,1017.559125735986,0.0
1370,2024-01-01,1702,3200,4902,1,1,0,1,2024,1,1,3.0,11.0,24.0,0.0,1016.7999877929688,3.0
1371,2024-01-02,1951,5857,7808,1,2,1,0,2024,1,2,2.0,8.0,29.0,0.0,1020.5999755859376,1.0
1372,2024-01-03,2357,6796,9153,1,3,1,0,2024,1,3,2.0,5.0,16.0,0.0,1019.5,0.0
1373,2024-01-04,2066,6416,8482,1,4,1,0,2024,1,4,5.0,6.0,15.0,0.0,1015.5,0.0
1374,2024-01-05,2269,6151,8420,1,5,1,0,2024,1,5,-2.0,2.0,22.0,0.0,1026.0,0.0
1375,2024-01-06,780,2325,3105,1,6,0,0,2024,1,6,1.0,2.0,13.0,0.0,1023.5999755859376,0.0
1376,2024-01-07,2590,5667,8257,1,7,0,0,2024,1,7,2.0,4.0,28.0,25.899999618530277,1004.9000244140624,1.0
1377,2024-01-08,2518,7401,9919,1,1,1,0,2024,1,8,4.0,7.0,28.0,0.0,1020.0,0.0
1378,2024-01-09,647,2662,3309,1,2,1,0,2024,1,9,3.0,4.0,22.0,0.0,1029.199951171875,0.0
